time,dc_power_w,ac_power_w,panel_temp_c,grid_freq_hz,daily_yield_kwh
2026-04-24 19:17:00+00,,,16.63194449742635,50.00768136287081,0.00014999999621068127
2026-04-24 19:18:00+00,,,16.899999618530273,50.029998779296875,
2026-04-24 19:19:00+00,,,16.315000104904176,49.995499992370604,
2026-04-24 19:20:00+00,,,16.424999872843426,50.00666650136312,
2026-04-24 19:21:00+00,,,16.71666685740153,49.9983336130778,
2026-04-24 19:22:00+00,,,16.574999968210857,49.98300018310547,
2026-04-24 19:23:00+00,,,16.541666825612385,50.00500043233236,
2026-04-24 19:24:00+00,,,16.48181811246005,50.011000061035155,
2026-04-24 19:25:00+00,,,9.618181922219016,50.00500011444092,
2026-04-24 19:26:00+00,,,9.527272657914596,50.01099967956543,
2026-04-24 19:27:00+00,,,9.700000047683716,50.01727294921875,
2026-04-24 19:28:00+00,,,9.579999923706055,50.02545443448153,
2026-04-24 19:29:00+00,,,9.779999923706054,49.99900016784668,
2026-04-24 19:30:00+00,,,9.763636415654963,50.00181822343306,
2026-04-24 19:31:00+00,,,9.475000063578287,50.010833422342934,
2026-04-24 19:32:00+00,,,9.645454580133611,49.99900016784668,
2026-04-24 19:33:00+00,,,9.581818147139115,50.00499954223633,
2026-04-24 19:34:00+00,,,9.463636485013096,49.97399978637695,
2026-04-24 19:35:00+00,,,9.48181828585538,49.986666997273765,
2026-04-24 19:36:00+00,,,9.508333365122477,49.97083314259847,
2026-04-24 19:37:00+00,,,9.49090896953236,50.00333340962728,
2026-04-24 19:38:00+00,,,9.554545489224521,50.00454538518732,
2026-04-24 19:39:00+00,,,9.47272725538774,50.00181857022372,
2026-04-24 19:40:00+00,,,9.745454614812678,49.9891668955485,
2026-04-24 19:41:00+00,,,9.608333269755045,50.02999981966886,
2026-04-24 19:42:00+00,,,9.329999923706055,49.99777857462565,
2026-04-24 19:43:00+00,,,9.609090891751377,50.004545038396664,
2026-04-24 19:44:00+00,,,9.889999961853027,49.99500045776367,
2026-04-24 19:45:00+00,,,9.40833322207133,49.9939998626709,
2026-04-24 19:46:00+00,,,9.781818129799582,49.985454906116836,
2026-04-24 19:47:00+00,,,9.539999961853027,49.99833329518636,
2026-04-24 19:48:00+00,,,9.690000057220459,50.01636366410689,
2026-04-24 19:49:00+00,,,9.163636380975897,49.98300056457519,
2026-04-24 19:50:00+00,,,9.59000005722046,49.97333367665609,
2026-04-24 19:51:00+00,,,9.518181887539951,50.00200004577637,
2026-04-24 19:52:00+00,,,9.599999984105429,50.013636502352625,
2026-04-24 19:53:00+00,,,9.508333285649618,49.9908332824707,
2026-04-24 19:54:00+00,,,9.662500023841858,49.99818177656694,
2026-04-24 19:55:00+00,,,9.609090891751377,50.03916676839193,
2026-04-24 19:56:00+00,,,9.366666634877523,50.00900001525879,
2026-04-24 19:57:00+00,,,9.800000031789144,50.013333002726235,
2026-04-24 19:58:00+00,,,9.619999885559082,49.975,
2026-04-24 19:59:00+00,,,9.574999968210856,50.00166670481364,
2026-04-24 20:00:00+00,,,8.090909177606756,50.03083292643229,
2026-04-24 20:01:00+00,,,7.889999961853027,50.00818148526278,
2026-04-24 20:02:00+00,,,7.858333349227905,49.97250016530355,
2026-04-24 20:03:00+00,,,8.060000085830689,50.042727730490945,
2026-04-24 20:04:00+00,,,7.744444476233588,49.99454532970082,
2026-04-24 20:05:00+00,,,7.8818182511763135,50.00200004577637,
2026-04-24 20:06:00+00,,,7.927272753282026,49.97083377838135,
2026-04-24 20:07:00+00,,,7.980000114440918,50.018000793457034,
2026-04-24 20:08:00+00,,,8.062500059604645,50.003636446866125,
2026-04-24 20:09:00+00,,,7.958333452542623,49.99454567649148,
2026-04-24 20:10:00+00,,,8.080000066757203,50.0363637750799,
2026-04-24 20:11:00+00,,,7.8700000762939455,49.99666659037272,
2026-04-24 20:12:00+00,,,8.072727246717973,49.99181851473722,
2026-04-24 20:13:00+00,,,8.018181844191117,50.006667137145996,
2026-04-24 20:14:00+00,,,7.840000009536743,49.98749987284342,
2026-04-24 20:15:00+00,,,7.920000076293945,49.98250039418539,
2026-04-24 20:16:00+00,,,8.000000043348832,49.9841677347819,
2026-04-24 20:17:00+00,,,8.383333365122477,50.017272602428086,
2026-04-24 20:18:00+00,,,8.133333312140572,49.99272710626776,
2026-04-24 20:19:00+00,,,8.018181844191117,49.989166577657066,
2026-04-24 20:20:00+00,,,8.180000114440919,50.00833320617676,
2026-04-24 20:21:00+00,,,7.850000103314717,49.99249998728434,
2026-04-24 20:22:00+00,,,8.054545489224521,50.00181822343306,
2026-04-24 20:23:00+00,,,8.019999980926514,50.01272687045011,
2026-04-24 20:24:00+00,,,8.018181887539951,49.97899971008301,
2026-04-24 20:25:00+00,,,7.95454554124312,50.00199966430664,
2026-04-24 20:26:00+00,,,8.072727333415639,50.022999954223636,
2026-04-24 20:27:00+00,,,7.969999933242798,50.00900001525879,
2026-04-24 20:28:00+00,,,8.163636380975897,49.98363702947443,
2026-04-24 20:29:00+00,,,7.883333325386047,50.0018178766424,
2026-04-24 20:30:00+00,,,7.900000095367432,49.9883337020874,
2026-04-24 20:31:00+00,,,7.7999999739907,50.00333340962728,
2026-04-24 20:32:00+00,,,7.733333322736952,50.008000183105466,
2026-04-24 20:33:00+00,,,7.99999996026357,49.999167124430336,
2026-04-24 20:34:00+00,,,8.016666650772095,50.009999708695844,
2026-04-24 20:35:00+00,,,8.02727274461226,49.99272779984908,
2026-04-24 20:36:00+00,,,7.900000008669767,49.990000534057614,
2026-04-24 20:37:00+00,,,8.03333338101705,50.00899963378906,
2026-04-24 20:38:00+00,,,8.190000009536742,50.0108331044515,
2026-04-24 20:39:00+00,,,8.050000047683715,49.979166984558105,
2026-04-24 20:40:00+00,,,8.211111227671305,50.012727217240766,
2026-04-24 20:41:00+00,,,7.958333253860474,49.98000030517578,
2026-04-24 20:42:00+00,,,8.109091065146707,50.009166399637856,
2026-04-24 20:43:00+00,,,7.972727212038907,49.97999954223633,
2026-04-24 20:44:00+00,,,7.87499996026357,49.99916617075602,
2026-04-24 20:45:00+00,,,7.9416667222976685,49.99416700998942,
2026-04-24 20:46:00+00,,,7.972727342085405,50.01454544067383,
2026-04-24 20:47:00+00,,,7.872727350755171,50.01583321889242,
2026-04-24 20:48:00+00,,,7.7999999739907,50.0024995803833,
2026-04-24 20:49:00+00,,,8.209091013128107,49.9918178211559,
2026-04-24 20:50:00+00,,,7.854545463215221,49.98909065940163,
2026-04-24 20:51:00+00,,,8.075000047683716,49.99166711171468,
2026-04-24 20:52:00+00,,,8.072727290066807,49.96699981689453,
2026-04-24 20:53:00+00,,,7.958333373069763,50.00166702270508,
2026-04-24 20:54:00+00,,,8.027272657914596,49.98090882734819,
2026-04-24 20:55:00+00,,,7.941666801770528,49.975454503839664,
2026-04-24 20:56:00+00,,,8.072727333415639,49.98416646321615,
2026-04-24 20:57:00+00,,,7.824999928474426,49.9983336130778,
2026-04-24 20:58:00+00,,,7.966666738192241,49.982500076293945,
2026-04-24 20:59:00+00,,,7.827272718602961,50.005833307902016,
2026-04-24 21:00:00+00,,,6.469999980926514,49.98272705078125,
2026-04-24 21:01:00+00,,,6.541666666666667,50.0083335240682,
2026-04-24 21:02:00+00,,,6.355555534362793,50.01454578746449,
2026-04-24 21:03:00+00,,,6.508333404858907,49.979166666666664,
2026-04-24 21:04:00+00,,,6.259999990463257,50.03444459703233,
2026-04-24 21:05:00+00,,,6.350000023841858,50.010833422342934,
2026-04-24 21:06:00+00,,,6.50909085707231,50,
2026-04-24 21:07:00+00,,,6.433333317438762,49.986000061035156,
2026-04-24 21:08:00+00,,,6.354545463215221,50.00416692097982,
2026-04-24 21:09:00+00,,,6.3363636190241035,49.99624967575073,
2026-04-24 21:10:00+00,,,6.472727212038907,50.01636366410689,
